indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-000219,CLM-2026-000905,Previous Fraud History,MEDIUM,2025-05-21,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-000220,CLM-2026-000905,Staged Accident Pattern,HIGH,2025-06-10,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000221,CLM-2026-000905,Previous Fraud History,CRITICAL,2025-05-24,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-000222,CLM-2026-000906,Previous Fraud History,HIGH,2024-02-24,Claimant has 2 previous fraud flags on record,OPEN
FRD-000223,CLM-2026-000908,Previous Fraud History,MEDIUM,2025-11-27,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-000224,CLM-2026-000908,Staged Accident Pattern,HIGH,2025-11-09,Incident characteristics match known staged accident patterns,CLOSED
FRD-000225,CLM-2026-000908,Inconsistent Documentation,HIGH,2025-11-30,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000226,CLM-2026-000909,Previous Fraud History,MEDIUM,2025-06-19,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-000227,CLM-2026-000909,Multiple Claims Short Period,LOW,2025-06-19,Claimant filed 4 claims within 56 days,CONFIRMED
FRD-000228,CLM-2026-000913,Multiple Claims Short Period,MEDIUM,2024-06-05,Claimant filed 3 claims within 49 days,CLOSED
FRD-000229,CLM-2026-000913,Medical Bill Padding,HIGH,2024-05-26,Medical bills inflated by estimated 54%,OPEN
FRD-000230,CLM-2026-000919,Previous Fraud History,HIGH,2024-09-05,Claimant has 3 previous fraud flags on record,OPEN
FRD-000231,CLM-2026-000919,Policyholder Collusion,LOW,2024-09-02,Evidence suggests coordination between parties,OPEN
FRD-000232,CLM-2026-000927,Medical Bill Padding,MEDIUM,2023-11-27,Medical bills inflated by estimated 79%,OPEN
FRD-000233,CLM-2026-000933,Previous Fraud History,HIGH,2023-07-03,Claimant has 1 previous fraud flags on record,CLOSED
FRD-000234,CLM-2026-000933,Medical Bill Padding,HIGH,2023-07-22,Medical bills inflated by estimated 69%,CONFIRMED
FRD-000235,CLM-2026-000934,Suspicious Timing,MEDIUM,2024-02-08,Claim filed 4 days after policy inception/modification,OPEN
FRD-000236,CLM-2026-000934,Phantom Damage,HIGH,2024-02-08,Claimed damage not consistent with incident type,CONFIRMED
FRD-000237,CLM-2026-000941,Phantom Damage,LOW,2023-09-23,Claimed damage not consistent with incident type,CONFIRMED
FRD-000238,CLM-2026-000951,Policyholder Collusion,LOW,2023-06-21,Evidence suggests coordination between parties,CLOSED
FRD-000239,CLM-2026-000963,Excessive Claim Amount,MEDIUM,2023-08-05,"Claim amount $6,427.86 exceeds typical range by 64%",OPEN
FRD-000240,CLM-2026-000963,Medical Bill Padding,MEDIUM,2023-07-18,Medical bills inflated by estimated 80%,CLOSED
FRD-000241,CLM-2026-000970,Excessive Claim Amount,CRITICAL,2023-02-23,"Claim amount $33,524.21 exceeds typical range by 138%",CONFIRMED
FRD-000242,CLM-2026-000970,Medical Bill Padding,MEDIUM,2023-02-22,Medical bills inflated by estimated 83%,OPEN
FRD-000243,CLM-2026-000970,Witness Inconsistency,LOW,2023-02-11,Witness statements contain conflicting information,OPEN
FRD-000244,CLM-2026-000988,Staged Accident Pattern,MEDIUM,2024-02-13,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000245,CLM-2026-000994,Medical Bill Padding,HIGH,2023-02-04,Medical bills inflated by estimated 34%,CLOSED
FRD-000246,CLM-2026-000996,Staged Accident Pattern,HIGH,2024-07-27,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000247,CLM-2026-001001,Multiple Claims Short Period,LOW,2024-05-22,Claimant filed 6 claims within 58 days,OPEN
FRD-000248,CLM-2026-001011,Policyholder Collusion,CRITICAL,2025-03-29,Evidence suggests coordination between parties,OPEN
FRD-000249,CLM-2026-001011,Previous Fraud History,HIGH,2025-03-14,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-000250,CLM-2026-001011,Witness Inconsistency,MEDIUM,2025-04-06,Witness statements contain conflicting information,CLOSED
FRD-000251,CLM-2026-001013,Staged Accident Pattern,CRITICAL,2023-10-23,Incident characteristics match known staged accident patterns,CLOSED
FRD-000252,CLM-2026-001018,Staged Accident Pattern,HIGH,2023-09-12,Incident characteristics match known staged accident patterns,CLOSED
FRD-000253,CLM-2026-001018,Staged Accident Pattern,CRITICAL,2023-09-16,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000254,CLM-2026-001034,Phantom Damage,MEDIUM,2025-10-08,Claimed damage not consistent with incident type,CONFIRMED
FRD-000255,CLM-2026-001034,Excessive Claim Amount,MEDIUM,2025-10-09,"Claim amount $176,680.17 exceeds typical range by 172%",CLOSED
FRD-000256,CLM-2026-001034,Previous Fraud History,MEDIUM,2025-10-18,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-000257,CLM-2026-001045,Excessive Claim Amount,MEDIUM,2024-01-23,"Claim amount $1,395.82 exceeds typical range by 131%",CONFIRMED
FRD-000258,CLM-2026-001045,Inconsistent Documentation,MEDIUM,2024-01-11,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000259,CLM-2026-001061,Policyholder Collusion,HIGH,2024-08-28,Evidence suggests coordination between parties,CONFIRMED
FRD-000260,CLM-2026-001061,Medical Bill Padding,MEDIUM,2024-09-11,Medical bills inflated by estimated 99%,CONFIRMED
FRD-000261,CLM-2026-001070,Multiple Claims Short Period,MEDIUM,2025-10-24,Claimant filed 7 claims within 32 days,CLOSED
FRD-000262,CLM-2026-001070,Excessive Claim Amount,MEDIUM,2025-10-17,"Claim amount $18,757.00 exceeds typical range by 52%",CLOSED
FRD-000263,CLM-2026-001070,Policyholder Collusion,HIGH,2025-09-28,Evidence suggests coordination between parties,OPEN
FRD-000264,CLM-2026-001079,Previous Fraud History,LOW,2023-07-12,Claimant has 3 previous fraud flags on record,CLOSED
FRD-000265,CLM-2026-001079,Staged Accident Pattern,HIGH,2023-07-11,Incident characteristics match known staged accident patterns,OPEN
FRD-000266,CLM-2026-001079,Witness Inconsistency,HIGH,2023-08-05,Witness statements contain conflicting information,OPEN
FRD-000267,CLM-2026-001097,Multiple Claims Short Period,LOW,2024-02-10,Claimant filed 3 claims within 55 days,CLOSED
FRD-000268,CLM-2026-001097,Excessive Claim Amount,CRITICAL,2024-03-10,"Claim amount $21,464.73 exceeds typical range by 161%",OPEN
FRD-000269,CLM-2026-001097,Staged Accident Pattern,CRITICAL,2024-03-02,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000270,CLM-2026-001152,Policyholder Collusion,HIGH,2025-08-31,Evidence suggests coordination between parties,CONFIRMED
FRD-000271,CLM-2026-001152,Witness Inconsistency,HIGH,2025-08-24,Witness statements contain conflicting information,OPEN
FRD-000272,CLM-2026-001152,Inconsistent Documentation,LOW,2025-08-14,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000273,CLM-2026-001170,Policyholder Collusion,HIGH,2024-06-27,Evidence suggests coordination between parties,CLOSED
FRD-000274,CLM-2026-001170,Suspicious Timing,LOW,2024-07-02,Claim filed 2 days after policy inception/modification,OPEN
FRD-000275,CLM-2026-001177,Excessive Claim Amount,MEDIUM,2025-02-28,"Claim amount $41,394.76 exceeds typical range by 89%",OPEN
FRD-000276,CLM-2026-001180,Medical Bill Padding,LOW,2023-06-23,Medical bills inflated by estimated 41%,CLOSED
FRD-000277,CLM-2026-001180,Phantom Damage,LOW,2023-06-28,Claimed damage not consistent with incident type,CONFIRMED
FRD-000278,CLM-2026-001186,Multiple Claims Short Period,HIGH,2024-08-13,Claimant filed 5 claims within 56 days,CLOSED
FRD-000279,CLM-2026-001186,Inconsistent Documentation,LOW,2024-08-21,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000280,CLM-2026-001193,Medical Bill Padding,MEDIUM,2025-01-18,Medical bills inflated by estimated 55%,OPEN
FRD-000281,CLM-2026-001193,Witness Inconsistency,MEDIUM,2025-02-09,Witness statements contain conflicting information,CONFIRMED
FRD-000282,CLM-2026-001199,Inconsistent Documentation,CRITICAL,2023-07-22,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000283,CLM-2026-001199,Medical Bill Padding,HIGH,2023-07-24,Medical bills inflated by estimated 65%,OPEN
FRD-000284,CLM-2026-001199,Policyholder Collusion,CRITICAL,2023-07-26,Evidence suggests coordination between parties,CONFIRMED
FRD-000285,CLM-2026-001202,Medical Bill Padding,HIGH,2024-10-22,Medical bills inflated by estimated 47%,OPEN
FRD-000286,CLM-2026-001210,Witness Inconsistency,MEDIUM,2025-03-25,Witness statements contain conflicting information,CONFIRMED
FRD-000287,CLM-2026-001243,Witness Inconsistency,LOW,2025-05-27,Witness statements contain conflicting information,CLOSED
FRD-000288,CLM-2026-001243,Suspicious Timing,CRITICAL,2025-06-02,Claim filed 4 days after policy inception/modification,OPEN
FRD-000289,CLM-2026-001243,Excessive Claim Amount,MEDIUM,2025-06-01,"Claim amount $14,647.94 exceeds typical range by 180%",CLOSED
FRD-000290,CLM-2026-001252,Policyholder Collusion,LOW,2024-08-27,Evidence suggests coordination between parties,CONFIRMED
FRD-000291,CLM-2026-001252,Excessive Claim Amount,MEDIUM,2024-08-20,"Claim amount $4,205.60 exceeds typical range by 86%",CLOSED
FRD-000292,CLM-2026-001252,Suspicious Timing,LOW,2024-08-15,Claim filed 4 days after policy inception/modification,CONFIRMED
FRD-000293,CLM-2026-001256,Multiple Claims Short Period,MEDIUM,2023-10-22,Claimant filed 5 claims within 71 days,OPEN
FRD-000294,CLM-2026-001276,Witness Inconsistency,HIGH,2023-07-03,Witness statements contain conflicting information,OPEN
FRD-000295,CLM-2026-001276,Policyholder Collusion,MEDIUM,2023-07-14,Evidence suggests coordination between parties,CLOSED
FRD-000296,CLM-2026-001276,Excessive Claim Amount,LOW,2023-06-23,"Claim amount $59,052.16 exceeds typical range by 187%",OPEN
FRD-000297,CLM-2026-001294,Phantom Damage,MEDIUM,2025-07-25,Claimed damage not consistent with incident type,CLOSED
FRD-000298,CLM-2026-001294,Inconsistent Documentation,HIGH,2025-07-08,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000299,CLM-2026-001298,Excessive Claim Amount,HIGH,2023-10-17,"Claim amount $22,590.65 exceeds typical range by 86%",OPEN
FRD-000300,CLM-2026-001298,Inconsistent Documentation,MEDIUM,2023-10-03,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000301,CLM-2026-001306,Policyholder Collusion,LOW,2024-05-05,Evidence suggests coordination between parties,CONFIRMED
FRD-000302,CLM-2026-001306,Phantom Damage,HIGH,2024-05-07,Claimed damage not consistent with incident type,CLOSED
FRD-000303,CLM-2026-001312,Policyholder Collusion,MEDIUM,2024-03-29,Evidence suggests coordination between parties,OPEN
FRD-000304,CLM-2026-001313,Policyholder Collusion,HIGH,2023-02-18,Evidence suggests coordination between parties,CONFIRMED
FRD-000305,CLM-2026-001313,Suspicious Timing,MEDIUM,2023-02-23,Claim filed 4 days after policy inception/modification,OPEN
FRD-000306,CLM-2026-001330,Staged Accident Pattern,CRITICAL,2024-12-21,Incident characteristics match known staged accident patterns,CLOSED
FRD-000307,CLM-2026-001330,Excessive Claim Amount,LOW,2024-12-23,"Claim amount $7,801.46 exceeds typical range by 200%",CONFIRMED
FRD-000308,CLM-2026-001330,Staged Accident Pattern,LOW,2025-01-10,Incident characteristics match known staged accident patterns,OPEN
FRD-000309,CLM-2026-001334,Previous Fraud History,CRITICAL,2025-09-11,Claimant has 1 previous fraud flags on record,CLOSED
FRD-000310,CLM-2026-001334,Inconsistent Documentation,LOW,2025-09-04,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000311,CLM-2026-001334,Witness Inconsistency,MEDIUM,2025-08-23,Witness statements contain conflicting information,CLOSED
FRD-000312,CLM-2026-001336,Medical Bill Padding,HIGH,2025-09-22,Medical bills inflated by estimated 88%,OPEN
FRD-000313,CLM-2026-001336,Excessive Claim Amount,MEDIUM,2025-09-26,"Claim amount $30,517.85 exceeds typical range by 105%",OPEN
FRD-000314,CLM-2026-001343,Policyholder Collusion,LOW,2025-12-10,Evidence suggests coordination between parties,CONFIRMED
FRD-000315,CLM-2026-001343,Multiple Claims Short Period,CRITICAL,2025-11-28,Claimant filed 3 claims within 89 days,OPEN
FRD-000316,CLM-2026-001343,Inconsistent Documentation,MEDIUM,2025-11-26,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000317,CLM-2026-001357,Inconsistent Documentation,HIGH,2023-09-30,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000318,CLM-2026-001357,Staged Accident Pattern,HIGH,2023-09-08,Incident characteristics match known staged accident patterns,OPEN
FRD-000319,CLM-2026-001357,Suspicious Timing,LOW,2023-09-20,Claim filed 2 days after policy inception/modification,OPEN
FRD-000320,CLM-2026-001373,Excessive Claim Amount,HIGH,2023-08-28,"Claim amount $40,545.44 exceeds typical range by 126%",OPEN
FRD-000321,CLM-2026-001379,Policyholder Collusion,HIGH,2025-10-04,Evidence suggests coordination between parties,CONFIRMED
FRD-000322,CLM-2026-001379,Policyholder Collusion,HIGH,2025-10-18,Evidence suggests coordination between parties,CLOSED
FRD-000323,CLM-2026-001379,Suspicious Timing,MEDIUM,2025-10-19,Claim filed 3 days after policy inception/modification,CLOSED
FRD-000324,CLM-2026-001380,Previous Fraud History,LOW,2023-01-26,Claimant has 1 previous fraud flags on record,OPEN
FRD-000325,CLM-2026-001380,Multiple Claims Short Period,HIGH,2023-01-16,Claimant filed 4 claims within 61 days,CLOSED
FRD-000326,CLM-2026-001380,Multiple Claims Short Period,MEDIUM,2023-02-04,Claimant filed 5 claims within 89 days,OPEN
FRD-000327,CLM-2026-001387,Excessive Claim Amount,LOW,2025-12-04,"Claim amount $12,480.52 exceeds typical range by 67%",CONFIRMED
FRD-000328,CLM-2026-001387,Witness Inconsistency,LOW,2025-12-20,Witness statements contain conflicting information,CLOSED
FRD-000329,CLM-2026-001388,Previous Fraud History,MEDIUM,2024-03-26,Claimant has 3 previous fraud flags on record,CLOSED
FRD-000330,CLM-2026-001400,Excessive Claim Amount,MEDIUM,2023-12-17,Claim amount $567.00 exceeds typical range by 161%,CLOSED
FRD-000331,CLM-2026-001400,Medical Bill Padding,LOW,2023-11-22,Medical bills inflated by estimated 45%,CLOSED
FRD-000332,CLM-2026-001400,Inconsistent Documentation,LOW,2023-11-22,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000333,CLM-2026-001405,Excessive Claim Amount,MEDIUM,2023-03-15,"Claim amount $22,523.30 exceeds typical range by 159%",CLOSED
FRD-000334,CLM-2026-001405,Medical Bill Padding,MEDIUM,2023-03-05,Medical bills inflated by estimated 51%,CONFIRMED
FRD-000335,CLM-2026-001412,Excessive Claim Amount,MEDIUM,2025-10-05,Claim amount $608.84 exceeds typical range by 180%,OPEN
FRD-000336,CLM-2026-001412,Inconsistent Documentation,MEDIUM,2025-10-03,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000337,CLM-2026-001412,Suspicious Timing,MEDIUM,2025-10-18,Claim filed 3 days after policy inception/modification,OPEN
FRD-000338,CLM-2026-001415,Phantom Damage,MEDIUM,2024-11-10,Claimed damage not consistent with incident type,CLOSED
FRD-000339,CLM-2026-001417,Staged Accident Pattern,MEDIUM,2024-11-22,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000340,CLM-2026-001417,Staged Accident Pattern,CRITICAL,2024-11-04,Incident characteristics match known staged accident patterns,OPEN
FRD-000341,CLM-2026-001419,Multiple Claims Short Period,MEDIUM,2023-04-12,Claimant filed 5 claims within 30 days,CLOSED
FRD-000342,CLM-2026-001419,Multiple Claims Short Period,CRITICAL,2023-04-21,Claimant filed 4 claims within 75 days,CLOSED
FRD-000343,CLM-2026-001424,Medical Bill Padding,HIGH,2023-04-12,Medical bills inflated by estimated 47%,OPEN
FRD-000344,CLM-2026-001424,Policyholder Collusion,CRITICAL,2023-04-29,Evidence suggests coordination between parties,CONFIRMED
FRD-000345,CLM-2026-001431,Suspicious Timing,LOW,2024-11-15,Claim filed 1 days after policy inception/modification,CLOSED
FRD-000346,CLM-2026-001431,Inconsistent Documentation,LOW,2024-11-02,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000347,CLM-2026-001431,Staged Accident Pattern,LOW,2024-11-12,Incident characteristics match known staged accident patterns,OPEN
FRD-000348,CLM-2026-001461,Policyholder Collusion,CRITICAL,2023-03-17,Evidence suggests coordination between parties,CLOSED
FRD-000349,CLM-2026-001461,Previous Fraud History,HIGH,2023-03-22,Claimant has 1 previous fraud flags on record,OPEN
FRD-000350,CLM-2026-001461,Medical Bill Padding,HIGH,2023-03-12,Medical bills inflated by estimated 37%,OPEN
FRD-000351,CLM-2026-001472,Suspicious Timing,CRITICAL,2024-09-09,Claim filed 5 days after policy inception/modification,OPEN
FRD-000352,CLM-2026-001472,Excessive Claim Amount,LOW,2024-09-21,"Claim amount $3,513.03 exceeds typical range by 163%",OPEN
FRD-000353,CLM-2026-001479,Witness Inconsistency,LOW,2023-11-30,Witness statements contain conflicting information,CONFIRMED
FRD-000354,CLM-2026-001479,Previous Fraud History,HIGH,2023-12-09,Claimant has 1 previous fraud flags on record,CLOSED
FRD-000355,CLM-2026-001479,Phantom Damage,MEDIUM,2023-12-14,Claimed damage not consistent with incident type,CONFIRMED
FRD-000356,CLM-2026-001483,Staged Accident Pattern,MEDIUM,2024-01-16,Incident characteristics match known staged accident patterns,CLOSED
FRD-000357,CLM-2026-001483,Policyholder Collusion,MEDIUM,2023-12-29,Evidence suggests coordination between parties,OPEN
