policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2022-680,1,74937.71,74937.71,2025-03-23,2025-03-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-933,2,56105.26,29201.88,2025-06-02,2024-06-03,INSUFFICIENT_DATA,AUTO,1
POL-2020-052,2,5863.28,2931.64,2025-10-17,2025-08-20,INSUFFICIENT_DATA,AUTO,1
POL-2024-950,1,19570.93,19570.93,2025-04-05,2025-04-05,INSUFFICIENT_DATA,AUTO,0
POL-2023-860,1,0.0,12644.58,2023-10-26,2023-10-26,INSUFFICIENT_DATA,AUTO,0
POL-2023-026,3,49057.71,16352.57,2024-11-21,2024-08-28,DECREASING,AUTO,0
POL-2020-578,3,22882.42,13992.09,2025-12-09,2023-07-13,DECREASING,AUTO,2
POL-2025-950,5,202414.51,40785.51,2025-10-01,2024-05-09,INCREASING,AUTO,0
POL-2022-111,2,43284.91,21642.46,2025-05-16,2023-08-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-432,3,3850.63,2615.45,2025-07-29,2023-09-24,DECREASING,AUTO,0
POL-2020-954,2,0.0,4721.22,2024-08-08,2023-03-06,INSUFFICIENT_DATA,AUTO,1
POL-2020-322,5,27932.27,41789.05,2025-10-16,2023-04-30,DECREASING,AUTO,1
POL-2020-382,3,129567.09,51386.72,2025-11-09,2023-04-20,DECREASING,AUTO,2
POL-2024-445,3,76565.24,33822.39,2024-05-24,2024-01-19,DECREASING,AUTO,1
POL-2025-329,1,0.0,62759.92,2024-08-22,2024-08-22,INSUFFICIENT_DATA,AUTO,1
POL-2025-266,2,5774.41,3995.56,2023-03-18,2023-01-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-733,2,1559.82,22617.59,2024-08-17,2023-12-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-751,1,42349.27,42349.27,2024-08-29,2024-08-29,INSUFFICIENT_DATA,AUTO,1
POL-2021-891,5,85034.1,24570.51,2025-08-24,2023-04-26,STABLE,AUTO,0
POL-2024-608,1,2086.24,2086.24,2025-04-16,2025-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-772,2,18678.84,13095.34,2024-06-03,2023-02-18,INSUFFICIENT_DATA,AUTO,0
POL-2021-745,2,10009.58,55489.74,2024-07-17,2024-05-28,INSUFFICIENT_DATA,AUTO,1
POL-2020-445,2,43139.1,21569.55,2024-09-13,2023-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2023-616,3,2959.15,3039.24,2024-04-15,2023-08-20,INCREASING,AUTO,0
POL-2022-935,4,0.0,30621.72,2026-01-02,2023-04-12,INCREASING,AUTO,0
POL-2025-898,3,827.85,29529.74,2025-11-01,2024-06-20,INCREASING,AUTO,0
POL-2022-782,3,121330.43,42901.97,2024-08-20,2024-05-07,DECREASING,AUTO,0
POL-2023-559,3,20779.26,13118.17,2025-06-10,2025-01-31,DECREASING,AUTO,0
POL-2022-578,3,149854.1,50536.82,2025-11-14,2023-05-23,DECREASING,AUTO,0
POL-2022-292,1,5811.98,5811.98,2023-05-31,2023-05-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-524,2,10768.64,13841.38,2025-07-16,2023-04-24,INSUFFICIENT_DATA,AUTO,0
POL-2021-392,3,77956.69,37150.04,2025-11-28,2023-01-31,INCREASING,AUTO,0
POL-2020-430,1,1840.61,1840.61,2025-06-07,2025-06-07,INSUFFICIENT_DATA,AUTO,0
POL-2022-281,3,104633.21,40614.49,2025-01-24,2023-02-05,INCREASING,AUTO,0
POL-2021-303,1,13005.5,13005.5,2024-05-30,2024-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2022-382,2,154104.83,77052.41,2025-03-04,2023-05-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-977,3,141382.35,54085.53,2025-11-21,2023-10-11,DECREASING,AUTO,1
POL-2023-564,5,95510.04,20189.68,2025-10-30,2023-11-11,INCREASING,AUTO,0
POL-2022-394,2,22498.24,18142.04,2024-05-01,2023-10-27,INSUFFICIENT_DATA,AUTO,0
POL-2024-382,3,28393.72,15765.18,2024-10-18,2023-08-23,INCREASING,AUTO,0
POL-2024-115,4,51727.29,15327.64,2025-11-26,2023-07-03,DECREASING,AUTO,0
POL-2022-739,2,0.0,14726.88,2024-12-16,2024-02-28,INSUFFICIENT_DATA,AUTO,1
POL-2024-847,2,50042.11,41297.6,2024-11-23,2024-03-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-570,2,26849.28,61970.73,2023-05-24,2023-03-13,INSUFFICIENT_DATA,AUTO,0
POL-2021-331,3,113606.88,39314.82,2025-11-22,2023-03-08,INCREASING,AUTO,0
POL-2022-832,3,197182.72,68973.58,2025-05-14,2023-02-27,INCREASING,AUTO,0
POL-2022-027,2,4854.19,8934.0,2023-07-15,2023-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-458,1,0.0,170855.07,2025-08-25,2025-08-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-221,3,0.0,18033.8,2025-08-12,2023-05-07,DECREASING,AUTO,0
POL-2021-068,4,1409.22,9462.06,2025-12-11,2023-07-14,STABLE,AUTO,0
POL-2022-149,4,218584.28,72388.72,2025-10-01,2023-09-17,DECREASING,AUTO,0
POL-2024-482,2,0.0,33698.88,2024-11-09,2023-03-19,INSUFFICIENT_DATA,AUTO,0
POL-2023-766,3,66458.12,26034.74,2024-10-18,2023-08-29,DECREASING,AUTO,0
POL-2024-945,6,241171.07,43920.6,2025-11-17,2023-04-23,INCREASING,AUTO,0
POL-2025-889,1,0.0,2403.15,2024-03-16,2024-03-16,INSUFFICIENT_DATA,AUTO,0
POL-2020-993,4,8864.24,5286.28,2025-04-28,2023-04-13,INCREASING,AUTO,0
POL-2025-663,2,0.0,9164.73,2025-07-27,2024-11-04,INSUFFICIENT_DATA,AUTO,1
POL-2020-753,1,1825.87,1825.87,2023-12-17,2023-12-17,INSUFFICIENT_DATA,AUTO,1
POL-2020-586,4,63601.15,42312.99,2025-12-09,2025-08-19,STABLE,AUTO,0
POL-2022-464,3,47362.21,25151.08,2025-04-23,2023-04-25,DECREASING,AUTO,1
POL-2020-983,2,0.0,122530.1,2024-10-21,2024-10-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-156,3,9600.7,32728.41,2025-07-30,2023-10-26,INCREASING,AUTO,0
POL-2024-098,2,0.0,24644.26,2023-11-14,2023-07-25,INSUFFICIENT_DATA,AUTO,0
POL-2022-788,5,62097.24,27003.4,2025-11-04,2023-01-18,DECREASING,AUTO,1
POL-2025-658,5,60396.19,16967.2,2025-12-25,2023-06-24,INCREASING,AUTO,0
POL-2020-304,2,87762.24,43881.12,2025-11-20,2023-07-19,INSUFFICIENT_DATA,AUTO,1
POL-2021-738,2,0.0,44489.82,2025-06-08,2025-04-18,INSUFFICIENT_DATA,AUTO,1
POL-2024-818,2,11728.46,77098.8,2024-11-01,2024-05-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-319,3,2737.95,27896.32,2024-09-13,2023-11-16,DECREASING,AUTO,0
POL-2020-894,2,14056.77,11482.33,2025-01-20,2024-10-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-145,5,1232.1,9512.65,2025-06-09,2023-11-13,DECREASING,AUTO,0
POL-2025-716,3,21849.64,22744.95,2025-07-28,2024-12-03,DECREASING,AUTO,0
POL-2020-945,2,7910.42,8883.21,2025-04-27,2024-03-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-043,3,71330.6,23776.87,2024-10-03,2023-07-13,DECREASING,AUTO,1
POL-2021-447,1,29410.76,29410.76,2023-05-02,2023-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-115,2,64683.24,45068.2,2025-11-14,2023-07-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-148,1,20206.91,20206.91,2023-04-16,2023-04-16,INSUFFICIENT_DATA,AUTO,0
POL-2022-660,2,36224.66,18112.33,2025-12-20,2024-12-19,INSUFFICIENT_DATA,AUTO,1
POL-2022-626,3,32695.36,29403.68,2024-11-26,2023-02-22,STABLE,AUTO,1
POL-2023-717,3,17610.67,9088.07,2025-11-16,2023-09-09,INCREASING,AUTO,0
POL-2022-618,4,106173.54,27430.04,2025-03-06,2024-10-09,DECREASING,AUTO,0
POL-2022-376,2,30573.94,15286.97,2025-12-01,2024-03-05,INSUFFICIENT_DATA,AUTO,0
POL-2022-805,3,0.0,21473.55,2024-07-13,2023-02-18,DECREASING,AUTO,1
POL-2021-192,1,14618.13,14618.13,2025-01-13,2025-01-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-983,3,11735.79,11682.27,2025-07-14,2025-02-26,DECREASING,AUTO,0
POL-2021-155,1,18979.64,18979.64,2025-04-07,2025-04-07,INSUFFICIENT_DATA,AUTO,0
POL-2025-634,3,0.0,69301.46,2025-02-04,2024-07-25,INCREASING,AUTO,0
POL-2023-912,4,8216.12,25008.5,2025-01-03,2023-01-26,INCREASING,AUTO,1
POL-2020-303,1,0.0,60899.28,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2025-385,2,0.0,13493.96,2025-04-22,2025-02-11,INSUFFICIENT_DATA,AUTO,0
POL-2021-460,3,0.0,28826.86,2025-09-08,2024-08-17,INCREASING,AUTO,1
POL-2021-156,1,13343.06,13343.06,2023-04-05,2023-04-05,INSUFFICIENT_DATA,AUTO,0
POL-2023-056,3,0.0,68701.16,2025-07-29,2024-05-17,INCREASING,AUTO,0
POL-2022-221,1,0.0,86080.42,2026-01-09,2026-01-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-039,2,0.0,7589.91,2024-02-26,2023-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-924,2,0.0,25830.36,2023-12-23,2023-03-20,INSUFFICIENT_DATA,AUTO,0
POL-2021-845,2,0.0,23239.28,2024-06-01,2024-02-14,INSUFFICIENT_DATA,AUTO,0
POL-2020-508,6,70402.12,24316.28,2025-03-22,2023-05-12,DECREASING,AUTO,2
POL-2025-485,3,132621.03,52024.13,2025-10-22,2023-08-22,DECREASING,AUTO,0
POL-2020-515,4,35906.77,18026.67,2025-12-16,2023-09-19,STABLE,AUTO,0
POL-2020-169,3,17313.01,27666.94,2025-02-10,2024-04-23,DECREASING,AUTO,0
POL-2025-190,7,135630.09,51404.1,2026-01-06,2023-12-21,STABLE,AUTO,0
POL-2024-169,3,6265.0,48556.14,2025-05-03,2023-05-22,DECREASING,AUTO,0
POL-2022-403,2,133964.27,69692.81,2025-11-09,2024-12-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-196,1,0.0,27877.78,2024-06-02,2024-06-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-621,2,52863.88,26431.94,2024-10-23,2023-03-30,INSUFFICIENT_DATA,AUTO,0
POL-2021-041,2,8988.84,9613.28,2025-08-19,2025-07-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-110,3,89243.73,29747.91,2025-10-30,2023-04-05,INCREASING,AUTO,0
POL-2022-255,3,134055.17,44685.06,2025-03-27,2024-08-30,DECREASING,AUTO,0
POL-2020-631,4,2391.38,29068.78,2025-02-05,2024-12-14,INCREASING,AUTO,0
POL-2021-157,2,174244.64,87122.32,2025-09-02,2023-12-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-363,3,151653.11,50551.04,2024-01-08,2023-04-11,INCREASING,AUTO,0
POL-2022-904,2,1209.76,814.25,2025-05-26,2024-08-25,INSUFFICIENT_DATA,AUTO,1
POL-2023-356,1,5450.36,5450.36,2024-07-02,2024-07-02,INSUFFICIENT_DATA,AUTO,0
POL-2023-561,4,25053.45,24202.97,2025-09-12,2023-06-10,DECREASING,AUTO,0
POL-2022-337,2,90176.06,53305.02,2024-04-18,2023-02-15,INSUFFICIENT_DATA,AUTO,1
POL-2022-961,1,0.0,2733.67,2025-09-17,2025-09-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-042,1,7013.79,7013.79,2025-01-07,2025-01-07,INSUFFICIENT_DATA,AUTO,0
POL-2025-835,2,53320.52,26660.26,2025-09-26,2024-02-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-192,4,34792.78,16951.68,2025-08-28,2023-05-22,INCREASING,AUTO,3
POL-2020-495,1,21629.59,21629.59,2023-09-03,2023-09-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-913,1,0.0,70385.37,2023-06-15,2023-06-15,INSUFFICIENT_DATA,AUTO,0
POL-2025-206,2,2475.34,3796.22,2024-06-08,2024-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2020-493,3,17828.26,7803.53,2025-01-05,2023-05-11,INCREASING,AUTO,0
POL-2021-855,2,5092.52,12393.76,2023-10-07,2023-08-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-962,2,33723.49,30844.46,2025-11-12,2025-08-22,INSUFFICIENT_DATA,AUTO,0
POL-2025-563,3,61758.96,22510.93,2025-07-31,2023-06-14,INCREASING,AUTO,0
POL-2024-245,3,58724.92,29967.06,2025-06-17,2024-04-07,INCREASING,AUTO,0
POL-2025-042,2,61384.98,30692.49,2025-12-02,2024-08-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-051,2,0.0,8376.4,2024-12-29,2024-10-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-113,3,16614.1,15187.71,2025-04-07,2024-03-02,INCREASING,AUTO,0
POL-2022-713,1,0.0,8796.32,2024-02-07,2024-02-07,INSUFFICIENT_DATA,AUTO,0
POL-2020-038,2,0.0,21402.3,2025-06-19,2024-05-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-958,3,1334.68,5266.99,2025-09-14,2025-01-30,DECREASING,AUTO,1
POL-2023-112,2,0.0,3106.37,2025-09-11,2023-06-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-792,5,0.0,66102.31,2025-08-10,2023-09-28,INCREASING,AUTO,0
POL-2021-823,2,19241.08,9620.54,2024-07-27,2024-05-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-814,2,37342.76,18671.38,2023-12-07,2023-09-30,INSUFFICIENT_DATA,AUTO,0
POL-2021-330,3,25370.8,12210.12,2025-03-23,2023-04-14,INCREASING,AUTO,0
POL-2021-561,2,29386.25,16061.04,2023-06-01,2023-01-20,INSUFFICIENT_DATA,AUTO,1
POL-2023-161,1,0.0,20906.85,2024-08-09,2024-08-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-690,2,32012.46,16006.23,2023-07-02,2023-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2020-984,4,4830.72,28477.93,2025-04-15,2023-04-05,INCREASING,AUTO,1
POL-2020-713,4,37148.44,28477.0,2025-08-11,2024-06-06,DECREASING,AUTO,1
POL-2021-261,1,0.0,28268.97,2025-03-06,2025-03-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-055,2,0.0,20737.13,2024-01-03,2023-01-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-151,3,15464.2,13066.15,2025-04-08,2023-06-17,DECREASING,AUTO,0
POL-2021-533,3,822.17,11995.6,2025-11-14,2023-03-14,INCREASING,AUTO,0
POL-2022-417,1,0.0,23940.82,2025-03-17,2025-03-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-854,1,0.0,6469.42,2026-01-02,2026-01-02,INSUFFICIENT_DATA,AUTO,0
POL-2023-907,1,18822.41,18822.41,2024-06-15,2024-06-15,INSUFFICIENT_DATA,AUTO,0
POL-2021-695,2,26713.29,13356.64,2025-01-23,2024-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-111,1,0.0,9785.83,2024-06-24,2024-06-24,INSUFFICIENT_DATA,AUTO,1
POL-2022-235,4,101565.28,62422.43,2025-09-06,2023-03-20,INCREASING,AUTO,0
POL-2025-272,2,7130.82,13504.2,2023-11-24,2023-11-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-134,3,90536.99,41404.06,2025-05-28,2024-03-03,INCREASING,AUTO,0
POL-2024-154,3,23265.2,63606.12,2025-09-08,2023-08-18,DECREASING,AUTO,0
POL-2022-399,4,6628.39,14597.86,2025-09-20,2023-05-24,DECREASING,AUTO,0
POL-2020-949,2,15111.75,20844.38,2024-12-08,2023-02-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-974,3,77481.0,50004.57,2025-11-22,2024-03-27,INCREASING,AUTO,0
POL-2022-523,2,76565.1,38282.55,2025-11-16,2023-09-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-071,3,111431.5,70049.61,2024-11-07,2024-06-16,INCREASING,AUTO,0
POL-2022-496,1,0.0,38100.85,2024-01-27,2024-01-27,INSUFFICIENT_DATA,AUTO,0
POL-2020-905,1,0.0,129720.77,2023-12-27,2023-12-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-856,2,2960.75,31238.36,2025-08-04,2024-08-30,INSUFFICIENT_DATA,AUTO,2
POL-2025-947,3,0.0,49628.02,2025-11-16,2023-10-14,STABLE,AUTO,0
POL-2022-181,4,1729.83,33522.0,2025-12-19,2024-05-22,DECREASING,AUTO,0
POL-2020-146,1,33292.76,33292.76,2024-01-31,2024-01-31,INSUFFICIENT_DATA,AUTO,0
POL-2022-268,2,21464.21,46850.04,2025-11-27,2025-03-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-028,1,19690.61,19690.61,2023-07-31,2023-07-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-026,3,28639.47,14016.15,2025-12-06,2024-05-31,INCREASING,AUTO,0
POL-2024-542,4,67734.21,16933.55,2025-12-13,2023-03-15,DECREASING,AUTO,0
POL-2021-905,3,13988.41,7785.65,2025-05-26,2023-02-18,DECREASING,AUTO,1
POL-2025-521,2,80781.67,40390.84,2025-04-12,2025-03-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-913,4,0.0,19823.66,2025-07-19,2023-03-25,STABLE,AUTO,1
POL-2025-687,4,783.8,9910.44,2024-10-08,2023-03-22,DECREASING,AUTO,1
POL-2020-902,5,44550.95,62253.62,2026-01-13,2023-05-02,DECREASING,AUTO,1
POL-2022-799,3,91917.88,31161.39,2026-01-10,2024-02-09,DECREASING,AUTO,0
POL-2023-278,2,0.0,21283.53,2026-01-13,2023-06-01,INSUFFICIENT_DATA,AUTO,1
POL-2021-714,1,2215.52,2215.52,2025-05-05,2025-05-05,INSUFFICIENT_DATA,AUTO,0
POL-2024-446,1,10394.92,10394.92,2024-08-13,2024-08-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-407,4,22920.68,38804.3,2025-12-21,2025-04-26,INCREASING,AUTO,1
POL-2020-111,1,14903.92,14903.92,2024-08-17,2024-08-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-568,2,89133.85,48587.69,2025-09-24,2023-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-836,1,74965.5,74965.5,2023-07-08,2023-07-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-339,3,0.0,30820.64,2025-03-09,2023-06-15,INCREASING,AUTO,0
POL-2025-686,3,0.0,29310.44,2024-10-24,2023-01-13,STABLE,AUTO,0
POL-2021-927,2,152062.81,98214.5,2024-09-16,2023-09-14,INSUFFICIENT_DATA,AUTO,0
POL-2024-862,3,8675.1,14927.09,2026-01-01,2025-06-23,DECREASING,AUTO,1
POL-2023-856,3,0.0,8807.24,2025-03-08,2024-04-11,INCREASING,AUTO,1
POL-2021-023,2,7362.59,37894.38,2024-09-05,2023-08-13,INSUFFICIENT_DATA,AUTO,0
POL-2024-149,4,105027.99,26858.79,2025-04-05,2023-04-08,DECREASING,AUTO,0
POL-2020-065,3,56216.19,18738.73,2025-10-28,2023-07-11,INCREASING,AUTO,1
POL-2025-772,4,22090.54,18031.38,2026-01-08,2023-12-03,DECREASING,AUTO,0
POL-2022-233,1,0.0,34664.55,2025-07-26,2025-07-26,INSUFFICIENT_DATA,AUTO,0
POL-2023-635,2,36165.56,18082.78,2025-10-05,2025-08-26,INSUFFICIENT_DATA,AUTO,1
POL-2025-636,4,76375.2,72806.62,2025-08-06,2023-08-21,INCREASING,AUTO,0
POL-2023-103,2,15171.89,10464.44,2024-07-30,2023-11-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-902,5,17882.24,35885.16,2025-09-07,2023-05-16,DECREASING,AUTO,3
POL-2021-584,5,49807.12,37287.31,2025-08-22,2023-03-21,DECREASING,AUTO,1
POL-2024-041,4,69288.25,17322.06,2025-05-02,2023-07-09,INCREASING,AUTO,0
POL-2023-688,4,60224.6,15056.15,2025-06-07,2024-04-17,INCREASING,AUTO,1
POL-2021-549,3,2322.49,27159.88,2023-09-04,2023-04-21,INCREASING,AUTO,0
POL-2025-773,2,4479.82,3455.3,2023-03-04,2023-02-01,INSUFFICIENT_DATA,AUTO,1
POL-2021-735,7,94207.03,27232.05,2025-12-12,2023-02-01,INCREASING,AUTO,2
POL-2022-062,3,34745.79,20520.67,2025-10-20,2024-10-27,DECREASING,AUTO,0
POL-2025-528,2,5770.65,39860.05,2025-04-13,2024-04-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-247,1,0.0,29731.35,2025-09-15,2025-09-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-130,2,79356.55,39678.28,2024-07-06,2024-04-30,INSUFFICIENT_DATA,AUTO,1
POL-2025-558,5,71924.19,21602.77,2025-05-11,2023-03-30,DECREASING,AUTO,1
POL-2022-757,1,0.0,17961.78,2023-07-07,2023-07-07,INSUFFICIENT_DATA,AUTO,0
POL-2024-065,1,1955.34,1955.34,2024-06-28,2024-06-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-929,2,5842.09,52214.56,2025-10-29,2024-10-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-930,1,1763.06,1763.06,2024-01-14,2024-01-14,INSUFFICIENT_DATA,AUTO,1
POL-2021-994,2,0.0,5884.94,2024-12-22,2024-07-26,INSUFFICIENT_DATA,AUTO,0
POL-2020-545,3,73595.68,35420.13,2024-01-11,2023-05-05,DECREASING,AUTO,0
POL-2025-676,2,12745.78,11489.98,2024-10-06,2024-06-30,INSUFFICIENT_DATA,AUTO,0
POL-2023-928,3,15761.83,31228.02,2025-05-22,2023-03-27,DECREASING,AUTO,0
POL-2020-618,1,0.0,2306.44,2024-11-16,2024-11-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-461,2,58623.27,33160.62,2024-04-20,2023-10-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-474,3,146629.91,50528.72,2025-10-07,2024-12-30,DECREASING,AUTO,1
POL-2024-462,4,30042.09,20913.39,2025-08-20,2023-05-30,INCREASING,AUTO,0
POL-2020-569,4,35327.4,10216.16,2025-08-15,2023-02-01,INCREASING,AUTO,0
POL-2023-801,5,120035.05,33549.62,2025-09-28,2023-04-18,INCREASING,AUTO,0
POL-2022-748,2,14220.48,24917.43,2025-10-03,2023-09-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-081,3,31847.76,10615.92,2024-07-20,2023-07-22,INCREASING,AUTO,1
POL-2025-708,2,8938.55,62907.18,2025-12-12,2024-08-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-193,2,0.0,42825.5,2024-08-16,2023-11-01,INSUFFICIENT_DATA,AUTO,0
POL-2021-180,1,22321.34,22321.34,2024-08-19,2024-08-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-476,2,21334.11,72592.98,2025-07-06,2023-03-27,INSUFFICIENT_DATA,AUTO,0
POL-2024-138,3,0.0,17165.17,2025-02-25,2023-03-18,DECREASING,AUTO,1
POL-2025-110,1,16865.06,16865.06,2024-02-29,2024-02-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-044,6,24410.39,13237.31,2024-08-01,2023-01-19,DECREASING,AUTO,1
POL-2021-815,3,190790.82,66443.41,2025-12-05,2023-11-27,DECREASING,AUTO,0
POL-2020-004,3,28007.6,11533.32,2026-01-01,2023-08-08,INCREASING,AUTO,0
POL-2022-651,2,9661.2,36767.32,2023-09-10,2023-03-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-380,3,37622.11,18092.18,2025-12-02,2024-03-15,INCREASING,AUTO,0
POL-2024-872,2,46566.97,23283.48,2026-01-06,2023-02-15,INSUFFICIENT_DATA,AUTO,1
POL-2025-354,1,40203.01,40203.01,2024-09-08,2024-09-08,INSUFFICIENT_DATA,AUTO,1
POL-2022-311,3,186024.09,67768.55,2025-12-06,2023-05-14,DECREASING,AUTO,1
POL-2024-658,3,31770.87,19777.67,2025-08-23,2023-05-17,DECREASING,AUTO,0
POL-2025-762,2,2943.27,1471.64,2024-07-10,2024-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-848,2,0.0,15616.75,2025-01-24,2024-09-30,INSUFFICIENT_DATA,AUTO,0
POL-2022-910,1,0.0,27594.01,2023-10-23,2023-10-23,INSUFFICIENT_DATA,AUTO,0
POL-2024-380,2,0.0,18520.7,2025-09-29,2023-02-16,INSUFFICIENT_DATA,AUTO,0
POL-2020-809,2,73911.48,36955.74,2025-07-29,2024-10-20,INSUFFICIENT_DATA,AUTO,0
POL-2023-600,1,1657.92,1657.92,2025-02-11,2025-02-11,INSUFFICIENT_DATA,AUTO,0
POL-2024-817,1,0.0,15201.26,2025-05-05,2025-05-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-667,5,225256.5,66534.08,2025-12-28,2024-03-31,INCREASING,AUTO,0
POL-2022-650,2,79061.24,39530.62,2024-08-05,2023-10-18,INSUFFICIENT_DATA,AUTO,1
POL-2025-881,2,12162.03,42308.31,2024-11-13,2024-08-21,INSUFFICIENT_DATA,AUTO,0
POL-2024-516,2,81334.42,40667.21,2024-12-26,2023-11-25,INSUFFICIENT_DATA,AUTO,1
POL-2024-036,3,11271.35,10202.67,2025-04-08,2023-08-18,STABLE,AUTO,1
POL-2021-182,2,0.0,32926.52,2023-06-14,2023-05-11,INSUFFICIENT_DATA,AUTO,1
POL-2021-420,3,12161.32,4053.77,2024-11-21,2023-03-20,INCREASING,AUTO,1
POL-2021-691,1,85044.16,85044.16,2025-12-11,2025-12-11,INSUFFICIENT_DATA,AUTO,0
POL-2024-439,2,0.0,46096.13,2025-02-10,2023-08-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-517,2,31716.15,22026.21,2025-07-04,2025-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-259,6,13871.63,13917.08,2024-11-30,2023-06-08,STABLE,AUTO,1
POL-2024-284,1,2530.33,2530.33,2023-05-02,2023-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-596,3,71078.7,28419.57,2025-02-15,2023-08-17,INCREASING,AUTO,0
POL-2021-206,1,37231.61,37231.61,2025-09-18,2025-09-18,INSUFFICIENT_DATA,AUTO,1
POL-2025-818,1,0.0,2233.58,2023-11-26,2023-11-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-659,2,21346.42,12817.66,2024-01-09,2023-01-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-768,4,61589.03,21255.53,2025-10-22,2025-02-21,DECREASING,AUTO,0
POL-2025-509,6,17931.27,30656.57,2025-06-25,2023-01-19,INCREASING,AUTO,0
POL-2024-693,2,52687.93,26343.96,2023-07-29,2023-03-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-561,2,4340.16,6370.16,2023-12-28,2023-07-18,INSUFFICIENT_DATA,AUTO,0
POL-2025-767,2,0.0,15327.46,2024-02-09,2024-01-07,INSUFFICIENT_DATA,AUTO,1
POL-2022-879,1,64912.78,64912.78,2024-10-11,2024-10-11,INSUFFICIENT_DATA,AUTO,1
POL-2021-560,4,85558.04,38379.69,2024-12-23,2023-02-21,DECREASING,AUTO,0
POL-2023-126,4,47182.98,46159.5,2024-10-31,2023-03-18,INCREASING,AUTO,0
